Q3	Q4_1	Q4_2	Q4_3	Q4_4	Q5_1	Q5_2	Q5_3	Q6	Q7P_1	Q7P_2	Q7P_3	Q7P_4	Q7S_1	Q7S_2	Q7S_3	Q7S_4	Q8_1	Q8_2	Q8_3	Q10	Q15	Q15_1	Q16	Q1	CODERESP
8	7	9	7	8	6	8	7	8	8	9	8	7	8	9	8	7	6	6	5	8	8	7	7	10	1202
8	7	8	8	8	9	9	9	9	10	10	5	8	7	8	7	8	8	10	8	10	9	8	10	10	609
8	9	5	9	9	10	10	6	5	10	10	10	7	10	5	8	8	6	10	7	6	7	5	10	10	1222
9	9	9	8	9	9	10	9	10	9	9	9	8	8	9	9	9	8	9	8	9	9	10	8	10	1108
3	5	3	1	4	8	8	7	5	6	7	9	5	8	5	6	2	5	5	4	1	3	1	2	10	374
9	10	10	10	10	10	10	10	9	10	10	10	8	8	8	8	8	8	9	8	10	9	9	8	10	74
10	8	8	8	8	10	10	10	9	8	10	10	7	9	10	9	9	8	10	7	9	8	8	9	10	1137
10	9	9	7	9	8	8	8	8	9	10	7	7	8	7	7	7	8	9	8	9	9	9	9	10	1144
7	7	7	8	8	7	8	7	7	8	9	5	8	8	8	8	7	7	7	5	5	6	6	7	10	408
10	9	8	5	8	5	8	8	5	8	10	5	5	9	8	8	7	8	7	4	10	5	7	9	10	918
3	5	5	5	3	10	10	10	5	2	10	9	5	5	3	3	2	5	5	1	1	3	1	1	10	159
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	10	161
8	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	5	8	8	6	7	8	7	7	10	1208
6	8	7	8	7	7	6	7	6	5	6	5	4	7	6	7	8	6	5	4	1	4	1	6	10	1216
10	10	10	8	9	10	10	10	9	10	10	10	9	10	10	10	8	9	9	8	10	10	10	10	10	922
7	3	3	4	5	4	3	3	6	3	3	3	8	6	6	6	6	6	6	8	7	8	6	7	10	888
4	4	2	2	2	4	5	4	4	4	4	4	5	4	3	3	3	2	2	5	3	4	2	5	10	743
7	8	7	8	7	7	7	7	7	9	9	10	7	7	9	7	7	7	7	8	8	10	10	8	10	716
9	8	8	6	8	9	9	9	9	9	9	9	9	9	8	9	9	7	8	8	9	8	8	9	10	319
8	8	8	8	8	8	8	8	8	8	9	8	8	8	8	8	8	8	8	8	9	8	8	8	10	596
9	6	6	5	7	5	3	5	5	8	7	6	8	5	5	4	5	8	6	8	9	10	10	8	10	58
7	7	7	7	7	7	7	7	7	8	8	8	7	7	7	7	7	7	7	8	8	8	7	8	10	504
8	9	7	7	8	8	9	9	8	8	9	8	8	8	7	7	7	7	7	7	7	7	8	7	10	272
4	8	4	5	4	8	8	4	5	10	10	10	5	7	7	5	5	5	5	4	8	6	8	4	10	1283
9	9	9	9	10	8	8	8	8	10	10	10	9	10	10	10	6	9	9	9	10	10	10	9	10	791
3	3	2	2	2	3	1	2	2	3	2	2	4	2	2	2	2	2	2	4	4	4	4	4	10	24
8	8	8	8	8	9	9	9	8	8	9	8	6	8	6	7	5	8	7	7	8	8	8	8	10	133
5	5	4	11	10	5	5	5	5	5	10	8	11	11	11	11	11	5	5	5	5	98	5	5	11	1133
4	8	11	11	7	9	9	9	4	8	8	8	11	11	7	11	2	11	8	11	5	4	2	5	11	529
8	8	8	11	8	9	9	9	8	9	9	9	11	11	11	11	11	8	8	8	8	98	8	8	11	1269
10	10	11	11	10	10	10	10	9	10	10	10	11	11	11	10	11	8	10	11	10	10	10	8	11	1169
7	7	7	7	7	7	7	7	7	7	9	8	6	11	11	11	11	7	7	11	7	98	7	7	11	719
8	9	8	11	8	9	9	9	8	9	9	11	11	11	5	5	5	11	8	11	10	8	5	8	11	995
8	8	11	8	8	10	10	10	8	10	10	10	11	11	8	11	11	11	8	7	7	7	7	6	11	802
6	7	5	11	11	7	9	9	6	7	10	7	11	11	8	11	3	6	9	11	10	7	7	7	11	256
6	9	3	3	7	7	7	7	5	6	10	6	11	11	11	11	11	7	7	3	5	5	3	5	11	985
7	11	6	6	6	7	7	7	7	11	8	7	11	7	5	5	3	11	6	11	8	7	5	6	11	290
8	8	8	8	8	9	9	9	8	8	8	8	8	11	11	11	11	8	8	8	5	98	8	8	11	121
5	5	5	5	5	6	6	6	7	5	5	5	6	11	11	11	11	5	5	5	6	98	5	5	11	978
4	7	7	11	7	8	8	8	5	3	6	7	6	11	11	11	2	11	6	5	5	5	5	5	11	993
4	11	11	11	11	6	8	8	4	5	5	5	11	5	3	5	3	4	6	6	5	5	6	4	11	921
7	7	7	8	8	7	11	7	7	6	8	8	11	11	8	11	7	11	3	4	6	7	7	7	11	1158
10	10	8	10	10	10	10	10	8	10	10	10	11	10	11	11	11	11	10	8	8	8	8	8	11	430
5	9	7	11	9	8	9	8	8	7	9	9	11	11	8	11	11	8	8	8	8	7	7	8	11	456
8	7	11	9	9	9	9	9	8	6	8	3	11	7	7	11	11	7	7	7	8	98	7	7	11	930
8	9	10	8	9	10	10	10	9	10	10	10	11	10	10	11	11	8	10	11	10	8	9	8	11	228
10	10	11	9	10	7	7	7	10	10	10	10	11	10	10	10	11	6	6	11	10	8	10	7	11	836
6	8	5	11	6	9	9	9	5	7	10	7	11	11	4	6	11	6	5	6	6	5	6	5	11	1154
8	10	5	11	11	5	5	5	5	10	8	9	11	8	5	8	11	5	5	5	10	5	5	7	11	36
9	9	9	11	9	9	9	9	9	10	9	9	9	9	9	9	11	6	6	11	9	98	9	9	11	322
10	10	10	10	10	11	11	11	6	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	11	449
6	7	7	6	6	7	7	7	6	6	7	8	4	11	11	11	11	6	6	6	5	5	5	5	11	357
2	6	2	3	6	4	1	1	3	5	5	5	11	11	3	11	11	2	3	1	1	3	1	3	11	151
6	7	11	11	4	9	8	9	5	8	5	9	11	6	7	6	4	7	6	11	5	5	5	5	11	437
5	5	4	11	4	7	7	7	6	6	4	4	11	6	7	7	11	5	11	8	7	6	6	6	11	92
6	9	5	5	5	9	9	9	5	11	11	11	11	6	6	8	6	6	6	6	6	8	7	6	11	746
5	9	11	9	9	9	9	9	5	8	8	8	11	8	8	8	8	7	7	11	9	98	7	6	11	332
8	10	8	8	10	8	11	8	10	10	10	10	10	11	5	10	5	11	10	8	10	10	10	10	11	368
10	10	11	10	10	10	10	10	9	10	10	10	1	10	1	11	11	3	3	1	10	8	10	5	11	80
8	8	7	11	9	8	8	8	8	10	10	5	11	9	9	11	7	9	9	10	10	8	10	10	11	144
5	5	5	11	7	6	9	9	5	7	8	6	11	6	6	6	5	5	6	11	8	5	5	5	11	1172
10	10	10	10	10	10	10	10	10	10	10	10	8	9	9	11	11	9	10	11	10	10	10	10	11	892
5	5	11	11	5	5	5	5	5	11	8	8	5	5	5	5	5	5	5	5	5	5	5	5	11	444
5	5	5	5	5	5	5	5	5	5	5	5	11	5	5	5	5	5	5	11	4	98	4	4	11	1268
5	5	3	5	5	5	5	5	5	5	9	9	3	11	11	11	2	5	2	1	1	5	3	3	11	105
6	10	8	11	8	10	10	10	5	5	9	10	11	10	7	10	10	1	7	11	1	4	4	4	11	117
4	10	8	7	8	10	10	10	5	9	10	9	6	9	11	11	11	8	9	5	10	6	6	6	11	964
5	5	3	5	5	5	7	7	5	5	8	8	11	11	6	6	5	5	5	11	5	5	5	5	11	1279
7	8	7	7	7	7	7	7	6	7	7	7	11	8	7	7	11	7	7	11	10	8	7	7	11	168
8	8	8	8	8	9	9	9	9	9	9	4	11	9	11	8	11	9	9	8	10	8	8	10	11	980
5	7	7	8	7	7	7	7	6	6	9	7	11	11	7	11	3	4	5	5	4	5	5	5	11	426
6	7	6	11	7	7	7	7	6	5	8	2	3	7	4	11	1	3	7	11	5	5	5	5	11	156
7	8	5	8	8	5	7	7	6	6	10	7	11	11	7	11	3	5	8	3	10	5	5	4	11	804
8	8	8	11	11	8	8	8	8	8	8	9	9	8	8	8	7	9	9	11	6	8	8	7	11	409
8	8	8	11	8	8	8	8	8	8	10	8	8	9	8	9	7	8	9	11	10	9	10	8	11	611
9	10	7	8	10	7	8	8	9	9	10	6	11	10	7	9	11	9	10	10	10	10	10	8	11	31
5	3	3	10	5	10	10	10	5	10	10	1	11	5	10	5	10	5	10	10	10	98	10	10	11	831
7	9	9	6	9	10	10	10	7	11	9	9	7	8	8	11	4	6	6	4	4	7	7	7	11	381
10	10	9	10	10	9	9	9	7	10	10	9	11	8	9	9	11	8	9	10	10	8	9	9	11	957
9	7	7	9	7	9	10	10	8	9	10	7	11	6	7	11	8	7	9	9	10	8	10	7	11	469
9	10	9	9	9	10	10	10	6	10	10	10	11	10	10	10	11	9	9	9	10	9	10	9	11	365
10	10	7	11	10	10	10	10	5	10	10	10	2	7	2	5	1	8	8	11	9	8	8	6	11	636
9	1	1	1	1	9	9	9	8	10	10	10	11	9	9	11	9	9	9	7	10	9	9	9	11	1
8	10	10	10	10	10	10	10	8	10	9	9	9	10	10	10	10	11	11	7	7	7	7	6	11	60
6	6	6	6	6	6	6	6	6	9	6	11	6	6	6	6	6	5	5	11	6	6	5	6	11	673
10	9	9	9	9	10	10	10	9	9	10	9	11	10	9	9	11	5	9	5	10	9	9	8	11	1111
8	7	8	11	8	9	8	8	8	8	8	9	6	8	7	7	8	7	9	11	7	6	7	6	11	162
10	10	10	11	10	8	8	8	9	10	10	7	10	10	10	10	11	10	10	10	10	10	10	9	11	43
9	9	8	8	8	9	9	9	8	7	10	9	11	9	8	9	8	6	6	11	10	7	7	7	11	1097
6	10	5	5	5	7	9	9	6	5	5	10	2	11	3	2	2	11	5	4	5	5	5	5	11	354
7	6	5	11	5	10	10	10	7	8	10	8	6	8	8	8	5	7	9	11	10	8	8	7	11	206
9	9	9	8	9	8	9	9	8	9	10	9	6	10	9	9	10	8	9	11	10	10	10	9	11	1228
7	10	6	7	8	9	5	7	6	7	10	10	6	8	8	8	11	6	8	6	10	6	6	7	11	304
3	3	2	2	3	2	3	3	3	3	3	2	11	3	2	3	2	2	2	4	3	4	1	3	11	1021
10	10	8	7	10	10	10	10	9	10	10	10	11	10	9	10	8	9	10	8	10	10	10	10	11	545
7	8	8	8	8	7	7	7	7	8	9	5	7	8	4	11	6	5	7	7	8	8	6	6	11	610
8	10	10	10	10	10	10	10	10	10	10	7	11	10	10	10	6	10	10	10	10	10	10	10	11	1160
5	8	8	8	8	8	10	7	6	8	9	7	10	10	10	10	11	8	8	8	10	6	7	7	11	360
8	8	9	10	10	9	10	8	8	10	10	10	11	9	8	8	7	9	10	10	10	10	10	10	11	668
8	9	7	7	8	10	10	10	9	9	10	10	8	9	9	9	11	8	9	9	10	9	10	10	11	148
5	5	5	5	5	5	5	5	5	5	9	6	5	8	5	8	5	7	7	11	6	6	6	6	11	962
8	9	8	8	9	9	9	9	8	10	10	9	8	11	9	9	7	9	9	7	10	8	8	9	11	483
8	9	7	6	9	9	9	9	8	9	10	11	7	10	6	8	5	9	10	10	10	8	10	7	11	86
7	7	7	11	7	7	7	7	7	7	6	7	7	7	6	7	7	6	6	5	8	7	5	7	11	347
10	10	10	10	10	10	10	10	8	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	11	670
5	7	4	4	8	5	5	5	6	5	8	3	4	11	6	6	5	6	6	6	8	7	6	6	11	204
6	7	5	11	9	10	10	10	7	7	10	10	5	10	10	10	9	9	8	9	8	10	10	8	11	1170
9	10	10	10	10	7	9	10	9	9	10	10	7	9	9	10	10	8	9	11	10	10	10	8	11	34
10	9	9	9	10	9	9	9	9	9	10	9	7	11	9	9	8	8	8	9	9	9	9	8	11	1079
7	9	8	9	9	9	10	10	5	8	7	7	11	8	7	7	6	8	8	5	9	7	7	8	11	337
5	5	5	5	5	5	5	5	7	5	9	5	4	6	5	5	5	5	5	5	7	98	6	5	11	903
7	8	7	9	7	10	10	10	7	8	8	8	8	6	5	7	3	7	7	11	8	8	8	8	11	177
10	10	10	11	10	10	10	10	9	10	10	10	10	10	9	10	9	9	10	10	10	9	9	10	11	220
10	8	10	10	10	10	10	10	8	8	10	7	10	10	10	10	6	8	10	6	7	10	9	7	11	494
10	10	10	10	10	10	10	10	7	10	10	10	9	10	8	10	10	9	10	10	10	9	10	10	11	738
7	8	8	7	8	8	9	9	8	9	9	9	7	8	8	7	8	6	8	6	8	7	5	7	11	858
7	9	6	4	5	8	8	8	5	8	8	8	5	6	8	5	4	7	8	5	10	7	5	8	11	1198
8	9	8	8	8	10	10	10	7	9	10	10	7	8	8	9	7	8	9	8	10	9	10	9	11	1074
9	10	8	10	10	8	9	8	9	10	10	10	8	10	9	8	6	10	10	9	10	9	10	9	11	490
7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	6	6	8	7	7	7	7	11	1235
7	8	7	7	7	8	8	8	6	9	9	8	8	8	7	7	7	7	7	7	7	7	7	7	11	1116
9	10	9	10	10	10	9	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	10	10	11	225
10	10	10	10	10	8	8	8	10	10	10	10	9	10	9	9	9	10	10	9	10	10	10	9	11	691
8	8	6	6	8	10	9	9	8	8	10	8	7	10	10	9	8	8	10	10	9	9	9	9	11	1051
6	9	7	8	8	9	10	9	8	7	10	9	9	8	9	10	6	9	9	5	6	7	6	9	11	848
7	6	6	6	6	7	7	7	7	8	8	8	7	6	6	6	4	7	7	7	7	7	7	7	11	411
7	7	7	8	8	9	7	9	7	7	8	7	6	5	7	7	6	7	7	8	8	8	7	7	11	1140
7	7	6	6	6	7	7	6	7	7	9	8	6	6	6	6	5	7	8	7	8	8	8	8	11	1064
8	8	7	8	7	7	9	8	7	7	9	6	8	9	8	8	7	6	8	7	7	7	8	7	11	429
7	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	11	575
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	6	7	7	8	8	8	8	11	984
3	3	3	3	3	2	3	4	3	4	5	4	4	5	3	3	4	4	3	4	4	5	4	5	11	778
8	10	8	10	10	10	10	10	8	10	10	10	5	9	9	8	6	7	10	9	10	9	9	8	11	736
8	10	9	9	9	8	9	9	8	8	8	10	8	9	8	8	8	8	8	7	10	9	10	8	11	866
8	9	9	9	9	9	9	9	8	9	9	9	8	9	9	9	9	8	8	8	8	8	8	8	11	551
10	10	9	9	10	10	10	10	8	10	10	10	6	10	9	10	9	9	9	9	10	10	10	10	11	933
10	9	9	10	10	9	9	9	8	10	10	9	9	9	9	9	8	8	9	10	10	10	10	10	11	285
10	10	9	10	10	10	10	10	8	10	10	6	7	10	9	9	9	8	9	8	10	9	10	8	11	523
4	7	4	4	5	9	9	9	4	8	8	5	1	3	1	4	1	2	3	1	1	5	2	6	11	366
6	7	4	7	7	7	7	7	6	6	8	6	6	9	9	8	5	4	6	4	3	5	5	5	11	734
6	6	6	6	7	7	7	7	6	7	8	8	4	7	7	6	6	6	7	7	8	6	8	8	11	587
8	9	9	9	8	9	9	9	7	7	7	7	8	9	9	9	9	8	8	8	9	8	8	10	11	212
9	9	9	9	9	9	9	9	7	10	10	7	8	8	9	9	8	8	9	8	8	9	9	7	11	696
9	10	8	9	10	10	10	10	9	8	10	10	9	9	9	9	7	8	9	9	10	10	10	10	11	10
5	5	5	5	5	8	8	8	6	6	6	6	6	6	6	6	6	6	6	8	8	6	3	7	11	1180
7	9	7	8	10	8	9	8	8	8	10	9	7	9	7	9	6	8	9	8	8	8	9	8	11	127
10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	845
8	8	8	8	8	8	8	8	8	8	8	8	9	9	8	8	8	8	8	9	8	8	8	10	11	1244
9	10	9	10	10	10	10	10	8	9	10	10	7	9	9	9	9	8	9	10	10	10	10	9	11	1240
10	10	8	8	8	8	8	8	9	10	10	10	8	10	10	10	8	10	10	9	10	10	10	10	11	1136
8	10	9	9	10	10	10	10	9	10	10	8	8	8	8	9	8	9	9	10	10	8	10	8	11	1072
10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	11	1098
7	7	6	5	7	7	7	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	7	6	11	270
9	10	9	9	10	9	10	9	9	10	10	9	9	9	9	9	9	9	9	10	10	9	10	9	11	41
9	8	8	9	9	8	9	8	9	9	9	9	8	9	9	9	8	8	8	8	8	8	8	8	11	630
5	6	6	7	7	8	9	9	5	7	7	7	5	7	5	6	5	5	5	6	6	6	7	6	11	904
8	9	8	7	8	8	9	8	7	9	8	10	7	7	7	10	7	9	9	7	10	9	9	8	11	810
6	6	5	5	5	6	6	6	5	7	9	9	7	9	8	8	6	7	6	6	5	5	5	5	11	1259
7	7	8	9	9	9	9	9	8	9	9	6	9	9	9	9	9	9	9	7	8	8	8	8	11	812
7	7	7	7	9	8	8	8	8	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	11	1036
3	9	9	5	5	10	6	5	4	5	10	10	8	10	7	7	5	1	5	3	2	3	3	3	11	1090
8	10	9	9	10	9	9	9	9	10	10	10	9	10	7	10	9	9	9	7	10	9	10	8	11	68
10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	511
9	10	9	9	10	10	9	10	6	10	10	10	7	9	9	9	5	8	8	8	8	9	8	7	11	113
9	9	5	7	10	7	7	7	8	10	10	2	5	9	3	9	5	9	9	5	10	10	8	9	11	526
9	9	8	9	9	9	9	9	9	10	10	10	9	10	9	10	9	8	8	9	10	9	9	9	11	811
8	9	6	7	9	8	9	9	8	9	10	10	8	9	7	9	6	5	8	5	5	5	6	10	11	707
4	10	4	4	8	6	8	4	4	4	10	8	8	8	8	8	5	4	7	4	10	4	4	5	11	90
7	7	5	6	7	8	8	8	6	8	8	7	6	7	8	7	6	7	7	5	6	7	6	6	11	911
7	7	7	7	7	7	7	7	8	7	8	8	7	8	7	7	7	7	7	8	8	8	8	8	11	1252
